Q7_1,Q8,Q10,Q29,Q6,,
4,"Readings,Homework (online),Quizzes,Exams (in-class)",This course was very interesting and helpful for understanding the US's current healthcare system.,Lecture slides - the case studies and in-lecture top hats were effective in engaging the audience. The revisiting and connecting new material with material that we learned earlier in the semester was also effective.,1,FALSE,0
4,"Readings,Papers,Exams (in-class),Exams (take-home)",It is amazing. If taught by Kennedy ever again it is a must-take course.,"Engaged discussion well, encouraged students voices, ""learned from us"" as we learned from him. Amazing professor.",1,FALSE,0
4,"Homework (on paper),Exams (in-class)","Greg is one of the best professors at Brown hands down! He is super passionate about the material and truly cares about his students! Be aware that the two midterms are split into a two parts, a theoretical section and empirical section. ","Greg did a great job of summarizing textbook chapters and he always found ways to apply the material we learned in the course to real life examples. He would show us how the markets would react to certain news and the potential  implications this would have on interest rates, exchange rates, etc. ",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Papers","Take it 
",Very effective. Combined lecture and discussion very well. He made the lectures interesting and engaging. And aslo used the discussions to teach certain points ,1,FALSE,0
4,"Readings,Homework (on paper),Papers,Exams (in-class)",No,PowerPoints and written examples were the most useful. Example grants were helpful ,1,FALSE,0
4,"Homework (on paper),Homework (online),Exams (in-class)",The teaching and grading style’s of teachers differ greatly.,Professor Vohra gave weekly homework so we were up to date on course material. My friends who were taking the same class with different professors said that not having weekly homework affected them negatively.,1,FALSE,0
4,"Readings,Homework (on paper),Papers,Exams (in-class)",N/A,"Very knowledgeable about Russian language and culture, encouraged discussion in small groups",1,FALSE,0
4,"Readings,Exams (in-class)",very informative course if you are interested in mental illness/clinical psychology,"the professor is very passionate about the topic and very engaging, giving real world examples to help us understand",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",Take it if you want to go into a research/STEM field!,-,1,FALSE,0
4,"Readings,Homework (online),Projects (individual),Projects (group)","This isa more reading heavy course, but it is a very doable and professor Campbell is really nice and flexible and will help with anything you ask. ",Professor Campbell is super kind and passionate. He really tailors the course to what the students want to hear. He also has snacks in every class and makes the time fly by. He lets each class have its own flow and its not rigid and we learned most through the readings and the discussions. ,1,FALSE,0
4,"Homework (on paper),Exams (in-class)",you need basic calculus understanding but thats about it,the professor was amazing. its worth taking the class just for him. he focuses on conceptual and visual understanding and focuses a lot on example problems,1,FALSE,0
4,"Homework (on paper),Exams (in-class),Exams (take-home)",CS22 is a super interesting class that really makes you think in a new way. The TAs were incredibly helpful with the weekly homework and really helped me understand the material.,"Professor Littman is very passionate about the material, and although he would occasionally go off topic, he gave very clear examples.",1,FALSE,0
4,"Readings,Papers","The course is driven by the readings and by the students, so, more than ever, doing the readings is integral to enjoying this class.","Prof. Mitter teaches with passion and with such knowledge that it always opens the way for debates and conversations, that are sometimes hard to tame. She usually structures her classes as background, semi-lecture for 30 minutes or so, and then 2 hours of discussion. Making sure everyone understood the background was key to the conversation and helped ensure that we'd always learn something. All in all, it was very instructive, and I loved that what I got out of this class was immediately correlated to the effort I put in. ",1,FALSE,0
4,"Readings,Papers",They should want to engage in difficult conversations about often controversial issues and be ready to defend points of view they don’t always agree with.,Prof. Mitter is the best professor I had at Brown. She is extremely passionate about her work and it breathes into her classes. She also made sure to keep students engaged at all times by alternating between lecture-style sections and discussions in class. She was also always attentive to my needs and was flexible when times got tough. I would recommend this course to anyone. ,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (in-class)","Amazing for both concentrators and non-concentrators, particularly for those with an interest in gender studies at the societal level. ","Professor Spearin used interactive lectures with lots of TopHat questions, paired discussions, and whole-class discussions. She made a large lecture feel intimate and once we switched to distance learning, she continued to foster a community-focused environment. ",1,FALSE,0
4,"Readings,Papers","Having some background knowledge on technology trends and innovation would be helpful, but not necessary. Some students had prior internship experiences in the field.","Dr. Armstrong clearly was prepared for every class, with powerpoint presentations to provide background knowledge on the weekly topic beyond the reading content. I appreciated that Dr. Armstrong made sure that everyone had a baseline knowledge of the topic before class discussions and explained any difficult concepts or information to students who may not be familiar with the topic beforehand. His feedback on the short papers were very helpful and clear, and he was always happy to provide additional sources if students were interested or needed more information for the final paper. Overall, Dr. Armstrong's enthusiasm and expertise in the subject area kept students engaged throughout the semester.",1,FALSE,0
4,Readings,Very accessible course,Enthusiasm was helpful ,1,FALSE,0
4,"Readings,Quizzes,Papers,Exams (in-class),Exams (take-home)",Really great learning environment ,"Openness and flexibility, enthusiasm for material, willing to change the syllabus ",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Papers","This is an amazing class for anyone interested in energy. Given the time-commitment, I wouldn't recommend taking it unless you have a specific interest in energy and/or environmental policy.","Dawn is passionate and knowledgeable about the material. Her grad-classroom style lectures were not as engaging to me as having slides, but her facilitation of questions and discussion helped make up for it.",1,FALSE,0
4,"Homework (online),Quizzes,Exams (in-class),Exams (take-home),Labs,Projects (group)",Start work early and use TA hours,Jumpy but knew what was important,1,FALSE,0
4,"Homework (on paper),Quizzes,Exams (in-class),Labs,Projects (individual)",N/A,"She's very enthusiastic, but oftentimes uses unorthodox analogies",1,FALSE,0
4,"Homework (online),Quizzes,Exams (in-class),Labs,Projects (group)",Really pay attention and engage with the material,Kathi was a really clear and assertive lecturer. Made it really easy to learn the content. Great teacher.,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers,Exams (in-class)","They definitely should take it! It was super interesting and provided insight into many things we may not necessarily link to the Greeks but that were strongly influenced by them. I didn't realize just how broad and diverse the readings would be, and I loved the breadth of the content covered.","I absolutely loved being in Professor Kidd's class. He took a genuine interest in my wellbeing, was always responsive to emails, and was super supportive throughout the entirety of the course. I particularly liked his approach to teaching academic writing skills. The journal entries were aimed at encouraging students to just write without criticizing every word they wrote, to help prepare for writing a full length final paper. Critical review of writing and editing skills were taught later in the course. ",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Projects (individual),Projects (group)",The course gives an early taste of how entrepreneurship is and what you need to do in order to come up with a tentative business. I'd consider this a compulsory course for entrepreneurs.,"The way Hamzah assigns each one of us an industry expert as a mentor is absolutely amazing.
Also he helps us build early connections within the market that can help or guide you for your future endeavours.",1,FALSE,0
4,"Readings,Homework (on paper),Papers,Exams (in-class)",Prof Morone is one of the most engaging and fun lecturers at Brown,"Readings introduced concepts, lectures identified key areas, and section refined those areas",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",Extremely interesting. Some content warnings but Professor Hayden did a good job of being inclusive and warning about content that may be harmful,Very engaging lecturer,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Projects (individual)",start projects early,Professor Beeferman was helpful and replied to her emails quickly. She is also really passionate about the material and is a great artist.,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual)",final project is the best part of the course,"not enough lecture, wanted less discussion, with instructor had more to say and didn't just act like a moderator. I would have learned more if instructor was more involved.  ",1,FALSE,0
4,"Readings,Homework (online),Exams (in-class),Labs",The difficultly in this class is heavily dependent on how strong your high school chemistry background was. But with enough work and by attending office hours and completing the GPS problems you can get through this class with a solid grade.,"His passion for the subject, his openness to questions, and his use of diagrams was effective. However, when the class went virtual his over-reliance on Powerpoints made the classes significantly less engaging and it was harder to learn more effectively. Sometimes his insistence on allowing students to work through problems was a time drain as he would either give students too much time to solve problems in class, time that would have been better spent further going into more details that could have been helpful.",1,FALSE,0
4,"Readings,Quizzes,Papers",No,"The collaborative process was effective, the balance between supplemental material and grade related material wasn't.",1,FALSE,0
4,"Readings,Papers,Exams (take-home)",Close reading of all of the assigned material is unnecessary and will take far too much time. Texts are much more helpful when it comes to assessments. ,"Arenberg’s stories were really fun to listen to and his slides could be engaging at times. At times class moved very slowly. The lack of discussion sections also didn’t really encourage engagement. However, he was very open to questions and clearly knowledge about the subject. I also particularly enjoyed the “Today in Washington” section, which showed his knowledge and was so relevant and interesting!",1,FALSE,0
4,"Readings,Homework (on paper),Exams (in-class),Exams (take-home)","Sohini is amazing, she really cares about the students",She was very open to questions and student needs,1,FALSE,0
4,"Readings,Papers,Exams (in-class),Exams (take-home)",This is a great class to take for an introduction to Middle East Studies! Very informative and engaging lectures that encouraged critical thinking and source evaluation/interpretation.,"Professor Winder was a very effective lecturer, summarizing content from readings in his lectures and providing additional examples and explanations of trends. He also regularly worked to clear misconceptions about the Middle East and its history that are commonly constructed from viewing the region through a Western lens. He was also very willing to help students in regular office hours and worked hard to make the class engaging even when we transitioned to remote learning. He was a wonderful professor.",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Projects (individual)","Every professor specializes in a different type of art, so your experience will depend on who you have. Spots fill up fast, so be early to the first few classes.","Ayana Evans is such a great professor. She's laid-back, funny, kind, and caring, and you can tell she genuinely cares about her students. She's passionate about both teaching and her art, and she's incredibly supportive of everyone in the class, whether you're a complete beginner or an advanced student. A true gem at Brown.",1,FALSE,0
4,"Homework (on paper),Homework (online),Exams (in-class),Exams (take-home),Projects (group)",Be prepared to work to understand class material on your own time.,Some of the more complex material was not explained entirely.,1,FALSE,0
4,"Readings,Homework (on paper),Homework (online),Papers",There is a lot of value to learning about all of the different kinds of music and it was fun to see the ways that all of the different musicians were similar. ,"Professor Gooley is very passionate about his work. I found that often I was struggling to pay attention due to the repetitive nature of content, but overall the course was fun and I learned a lot about different music genres.",1,FALSE,0
4,"Readings,Homework (on paper),Homework (online),Quizzes,Exams (in-class),Exams (take-home),Projects (individual),Projects (group)",Very beneficial for someone concentrating in NMR research. ,Adaptive and receptive to changes. Powerpoints and review of assignments were effective. ,1,FALSE,0
4,"Homework (on paper),Homework (online),Quizzes,Exams (in-class),Exams (take-home)","He taught on a blackboard, which may be a positive or a negative for you.","He pretty much wrote things on the blackboard during lecture (or, after virtualization, on his iPad). He did OK at teaching the concepts but he pretty much stuck to traditional examples involving urns rather than connecting the concepts to real-world examples.",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Projects (individual)",definitely recommend,very receptive to student needs and open-minded. willing to engage in discourse and learn collectively.,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (in-class),Projects (individual)",lots of studying but you can do well if you devote the necessary time,great! very open to feedback but could be more understanding about extenuating circumstances,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Exams (in-class),Projects (individual)","This is a phenomenal course that anyone interested in chemistry or biology or chemical biology should take. Not only is the course material really interesting, but Professor Delaney is also a one of a kind instructor. ","Professor Delaney is very clear in her explanation of complex topics and ensures that they are covered completely before moving on to the next topic. She also grounds the class in scientific literature which helps to clarify the applications of the topics, as well as their potential. She is extremely accessible and takes sincere interest in the wellbeing of her students. ",1,FALSE,0
4,"Readings,Homework (online),Exams (in-class),Exams (take-home),Labs",It can be confusing and feel very disconnected.  Make sure to go over your notes after lecture.,"Prof. Chen often rushed through topics, and his explanations were often very confusing.  I sometimes found myself after lecture with a few pages of notes, but without any understanding of the content.  I would have to go back and teach myself the material.  The GPS from Prof. Morton were sometimes helpful, but other times it was frustrating that we often weren't provided answer keys to check our work.  More communication between Prof. Morton and Prof. Chen about what content the students should know would have been appreciated.",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)",Professor Morone is fantastic! One of the most engaging and dedicated professors I have had at Brown. You need to take this class with him.,"Incredibly lively, thoughtful, and meaningful lectures. Also open to student feedback and questions",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (group)","If you like history, you should take this course. It is probably the best history course I have taken at Brown. However, if you do not like history, you probably should not take it","Lectures were lively and informative. A variety of media was incorporated into the class (videos, websites, primary sources, etc.) so lectures were never repetitive and boring. Professor Fisher was also super receptive to comments and always there if you needed to talk or had concerns.",1,FALSE,0
4,"Readings,Homework (on paper),Exams (in-class),Projects (group)",You will get out how much you put into the class. ,"Professor Koul usually asked us to take turns reading one-by-one from in-class packets. This was effective in helping us improve our reading comprehension. He would supplement the packets with lectures. 2x a week, he would ask us to talk about the news or other things going on, which allowed us to regularly practice conversation.",1,FALSE,0
4,"Readings,Homework (on paper),Exams (in-class),Exams (take-home),Labs",mathematically rigorous. the physical implications of what is covered is very cool,Prof. Dorca was a very skilled lecturer. All lectures (including during remote learning) were given with live writing and illustration on a chalkboard. The different colors Prof. Dorca used to write made diagrams and math very clear. His explanations were very thorough,1,FALSE,0
4,"Readings,Papers,Exams (in-class)",Broad course that teaches on a wide variety of conflicts,Lectures punctuated by awesome storytelling,1,FALSE,0
4,"Readings,Homework (on paper),Exams (in-class)","Good intro to econ, though class can be dry at points",Her lectures had a great deal of overlap with the book but were helpful,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Papers",Professor Fidler is wonderful and a really great professor!!,"Professor Fidler is passionate about the material, and class discussions were really fun. ",1,FALSE,0
4,"Readings,Homework (on paper),Papers","It's an amazing class if you want to learn about the various nuances of the Japanese language. It really opens up a whole new dimension of Japanese communication, making you keenly aware of the social and cultural contexts involved in speaking, reading, and writing the language. Not only does the class greatly boost comprehension, but it also provides you the tools to start modifying your own sentences and expression more expressively and naturally, since you begin to recognize exactly how the parts lend to the whole and the whole divides into the parts. 
The class is a great place to ask technical language questions that one may come up with in intro Japanese courses.","The instructor was very open and engaging in her style, making it easy to participate in class and contribute to the discussion without much hesitance. The instructor connected lecture and assignments to various real-world events, locations, shows, etc which kept things exciting and highly relevant, as we got to see practical uses of what we learned as we learned. The instructor was also highly willing to discuss theoretic aspects of Japanese linguistics and went in great depth to answer questions in class.",1,FALSE,0
4,"Readings,Exams (in-class),Labs",It's an excellently taught course which is very reasonable in terms of workload and difficulty,"Lecture with powerpoints and occasional metaphorical demos, extremely effective",1,FALSE,0
4,"Homework (on paper),Exams (in-class)",It is difficult for those with no background but is definitely worthwhile to understand how the economy that we belong to behaves.,"Professor Friedburg is an excellent teacher, she presented information in a very clear manner that eased the students into challenging topics, but didn't assume that we knew anything aside from logic, so didn't gloss over anything that she might perceive as simpler. In that respect, I view Professor Friedburg as a very thoughtful teacher that truly cares about the quality of her teaching.",1,FALSE,0
4,"Readings,Homework (on paper),Exams (in-class)",Take S/NC if a non-concentrator. Not bad if you take it for a grade but you might enjoy it more.,"Seasoned presenter. Found information presented in lecture to be less useful in completing homework assignments, but she would sometimes share information that she expected us to know that wasn't stated in the textbook, so going to class is recommended.",1,FALSE,0
4,"Readings,Homework (on paper),Exams (in-class)","Professor Friedberg is excellent, and the class very helpful for becoming an intelligent citizen. ",Her lecturing was effective and she encouraged questions. ,1,FALSE,0
4,"Readings,Quizzes,Exams (in-class)","There is a combination of different lecturers, some more effective than others. There is a lot of material to use to review for exams, so it is definitely doable to study enough to do well.","Both Stein and Paradiso are very good lecturers, although sometimes Paradiso talks too quickly. Many of the guest lecturers were very effective. Powerpoint slides are posted and Lecture Capture is used.",1,FALSE,0
4,"Readings,Quizzes,Exams (in-class)",lots of info to learn,ugh they have the cutest friendship and are very passionate about the material :) no complaints,1,FALSE,0
4,"Quizzes,Exams (in-class)",Take it if you have to with Zimmt.,Very passionate but i wish his notes were more organized/clearly stated the information we needed to know instead of just going over derivations/examples,1,FALSE,0
4,"Readings,Quizzes,Exams (in-class)",Very very difficult.,Very effective. Zimmt is a great lecturer and his office hours were so helpful.,1,FALSE,0
4,"Homework (online),Exams (in-class),Labs","While understanding the material is great, you need to be able to apply that understanding under time pressure in order to succeed in this course. ","Zimmt held question and answer sessions multiple times a week that were extremely helpful and informative. He allocates a lot of time outside of regular lectures in order to engage with his students, and that is something about Zimm that I found very commendable. You can tell he is very passionate about what he teaches. I personally love the way he explains difficult concepts, but whether or not you like his teaching style is also highly dependent on your personal preference.  ",1,FALSE,0
4,"Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Exams (in-class),Labs",It’s quite hard to adjust to the style of the class. Focus on trying to understand how to approach problems and concepts rather than getting the right answer as a way to guarantee getting the most out of the class. ,"Lecture based but it quite fast paced. However, it was easy to stay awake and focused. ",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs","Focus on Zimmt's quizzes and lecture notes when reviewing material. I did all of the readings and book problems for the first 2.5 months, and can confidently say it was absolutely worthless on the exams. However, if you are struggling with a concept, the book is a good reference!","His lectures are clear and we'll planned, and although they're fast paced, Professor Zimmt always posts his lecture slides, lecture notes, and lecture capture in a timely manner. Additionally, the online quizzes were critical to finding out if you actually understood the lecture. Some of the exams were unreasonable: either way too long or had questions which failed in the past but Zimmt was attached to (for example: how many electrons are in each MO, add two electrons to each MO, in the particle on a racetrack question no particle with mass (electron used in problem context) can exist with zero kinetic and potential energy). After the second exam, I give Professor Zimmt a lot of credit for recognizing it was too much, emailing us not to drop the class, and allowing the final to replace one of our midterm grades. Overall an extremely effective lecturer.",1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",it's a good class,there are many instructors and they are all really helpful- they give consistent feedbacks and are available outside of class,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Papers,Projects (individual),Other (please describe)",you need to allow yourself time to properly do assignments; they aren't necessarily hard but you need time to think and reflect on what you are contributing to the class,very discussion based and allowed for conversation with both the instructors and classmates,1,FALSE,0
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)","This course is not necessarily difficult content wise, but takes a lot of energy because the assignments are very long and reflective ","great communication, very understanding, comfortable",1,FALSE,0
4,"Readings,Papers,Exams (take-home),Labs,Projects (group)","Unless you like sociology or taking it as a requirement, I don't recommend this class","He was a great teacher, but unfortunately got stuck teaching a not so great class",1,FALSE,0
4,"Homework (on paper),Exams (in-class)",lots of one off topics that dont really connect to anything larger,"Lectured and used blackboards a lot, paused for questions, happy to answer",1,FALSE,0
4,"Homework (on paper),Exams (in-class)",Multivariable Calc was in no way necessary but did provide helpful background.,"Grundman walks through lecture like the textbook, with clear explanations of each topic.",1,FALSE,0
4,"Exams (in-class),Labs,Projects (individual)","It's a great class for non-concentrators and you learn a lot of really valuable skills (excel, photoshop, python, HTML, CSS, Javascript, etc.)",Lecture-based with slides... perhaps introduce key ideas first because there are a lot of slides....,1,FALSE,0
4,"Exams (in-class),Labs,Projects (individual)",easy,he was good,1,FALSE,0
4,"Exams (in-class),Labs,Projects (individual)", N/A,Lectures,1,FALSE,0
4,"Readings,Papers,Exams (in-class)",Good WRIT course to take if you don't want to do that much writing,"Professor Malle cares about his students, has an amazing sense of humor, his lectures are fun to listen to, but they are ultimately not very helpful for any of the assignments/exams. ",1,FALSE,0
4,,,"This course was co-taught, and both instructors were excellent! The disucssion was great, and I learned a lot! Thank you! ",1,1,1
4,"Readings,Homework (on paper),Papers,Exams (in-class),Exams (take-home)",,"The lectures in the 1.5 hour class felt extremely long, and all classes were lectures. I ended up learning a lot while studying for the mid-term. The information was covered during the lectures, but not in a compelling way. ",1,1,1
4,"Reading responses/Canvas posts/etc.,Homework (on paper),Quizzes,Exams (in-class)",It’s a tough course for people with no knowledge of Econ ,,1,FALSE,1
4,,"Even with no background in politics, I feel this class would be useful to every type of concentrator as this kind of world history strongly shapes the world today.",,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)","Substantive workload but if you’re interested in the material, worthwhile",,1,FALSE,1
4,"Readings,Homework (online),Quizzes,Exams (in-class),Labs",,Professor Chen was sometimes difficult to follow because he would go from the basic understanding of the concept to a very complex one very quickly and would sometimes go off on tangents. He was relatively effective when doing mathematical examples out on the board but lost a lot of people when he tried to explain certain concepts.,1,1,1
4,"Homework (on paper),Exams (in-class),Exams (take-home),Projects (individual)",,Really good at explaining the intuition behind mathematical concepts; effective at organizing lectures and explanations of concepts,1,1,1
4,"Readings,Papers",,BIG effective,1,1,1
4,"Readings,Quizzes,Papers",,Professor Loury was very knowledgeable and committed to open discourse.,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)","Stay on top of the material, it gets dense very fast.",,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers",,"Professor Wetts always reviewed the material from the prior class in depth at the beginning of every class. Since I attended class almost always, it was often redundant and sometimes boring. However, she really made sure everyone was comfortable with the material at all times.",1,1,1
4,"Homework (online),Exams (in-class),Exams (take-home),Labs",,Lecture was often hard to follow. Professor Chen could spend more time answering clarifying questions and explaining concepts more in depth. ,1,1,1
4,"Homework (on paper),Exams (in-class)",,Professor Poterack is a great professor who is very helpful.,1,1,1
4,"Homework (online),Quizzes,Exams (take-home),Labs,Projects (group)",This course was a really good class and Professor Kathi was a great professor. I highly recommend this course.,,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (group)",Arenberg is the best,,1,FALSE,1
4,"Homework (online),Exams (in-class),Exams (take-home)",,"Greg is a great professor! He really focuses on understanding the intuition behind why things happen in markets, which is different from most economics classes. ",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers",,"Prof. CBDL always encouraged discussions from all sides of science. This class was mind-blowing
",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Exams (in-class),Exams (take-home)","The difficultly of the course comes from the vast amounts of material to memorize, not the difficulty of the material.",,1,FALSE,1
4,"Homework (on paper),Exams (in-class),Exams (take-home)",,Bjorn is perfect. PERIOD.,1,1,1
4,"Readings,Homework (on paper),Homework (online),Exams (take-home)",,"kinda rambly, we didn’t learn specific concepts at all, not that rigorous",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (in-class)",,Professor Spearin is very passionate and incredibly knowledgeable. ,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class),Projects (individual)",,"Professor Rice is awesome! She's super knowledgeable and very passionate about what she teaches. Her lectures are really engaging, though sometimes very fast-paced. She really wants to get to know students and is always available in office hours. ",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers",A strong sociology background is helpful but not necessary.,,1,FALSE,1
4,"Homework (on paper),Quizzes,Exams (in-class)",,"He moved through the material very slowly, especially at the beginning. The first 5 weeks could have been condensed into one. Partly because of this and partly because of the transition to remote, many topics on the syllabus were not covered. Attendance is also mandatory in this class, which compounds the pain of sitting through the same material 3 weeks in a row.",1,1,1
4,"Readings,Homework (on paper),Exams (in-class)",,"Professor Vohra was a great Professor, the exams were very fair, and he presented the material in a way that was easy to understand. He left some independent work up to students for sure, but the homework was similar enough to exams that independently working out homework answers was great preparation",1,1,1
4,"Homework (on paper),Exams (in-class)",,"He frequently brought things in for demonstrations and used a combination of slideshow and chalkboard writing, which was effective, but he sometimes went too in detail about basic concepts that we already knew",1,1,1
4,"Readings,Homework (online),Quizzes,Exams (in-class),Exams (take-home)",Multiple choice tests were confusing,,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Projects (individual)",,"Professor Watanabe's passion and experience with a lot of the material we were covering made his teaching very easy to follow. Something else that was very notable was his connection to each student; I truly felt like he cared about each one of his students, as this was a small seminar. ",1,1,1
4,"Readings,Papers,Other (please describe)",TAKE IT,,1,FALSE,1
4,"Readings,Papers,Exams (take-home),Projects (individual)","This class is quite heavy on linguistics, although many students who shopped it thought it would be more literature or humanity. ",,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",Hard memorization is the only way to succeed in this class,,1,FALSE,1
4,"Homework (on paper),Exams (in-class)",,Super passionate about the material,1,1,1
4,"Homework (on paper),Exams (in-class),Exams (take-home)",,"Kind and fun, but often behind with lectures and could get a little off track. But he tried to make the experience worthwhile for everyone",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Exams (in-class)",,Loved the class. 10/10 would recommend ,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (take-home)",,Good lecturer. Encouraged questions and discussion,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (group)","Absolutely take this course! You will walk away with histories that have been silenced, and feel the full weight of your responsibility in that de-silencing work.",,1,FALSE,1
4,"Readings,Papers",,"The Professor effectively summarized arguments and encouraged discussion. He was very engaged, accessible, and responsive to questions.",1,1,1
4,"Readings,Papers",,Professor Willis is incredibly inspiring and thoughtful and made everyone feel welcomed and cared for.,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",It's not really a math class with numbers.,,1,FALSE,1
4,"Readings,Homework (on paper),Exams (in-class),Exams (take-home)","Although this is not Mathematical Micro (1130), Vohra teaches the class as if it is.",,1,FALSE,1
4,"Readings,Homework (on paper),Quizzes,Exams (in-class),Projects (group)",,"Ashok Ji is an extremely passionate teacher who provides instruction mostly through fostering classroom collective discussion about historical and cultural topics. Learning a language through using it regularly and through relevant and interesting cultural topics is much more interesting than rote learning, and I find it very effective. Ashok is also extremely receptive to students that want to spend additional time outside of the class learning: I spent additional hours with him learning Urdu poetry through which I learned a lot. ",1,1,1
4,"Readings,Homework (on paper),Homework (online),Exams (take-home),Projects (individual)",,Instructor was passionate about the material and very available for questions both in class and outside of class.,1,1,1
4,"Readings,Homework (on paper),Homework (online),Exams (in-class),Exams (take-home),Projects (group)",,"She's amazing, passionate, available, and accommodating. Highly recommend",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers",,"Professor Pollack's lectures were some of the best I've experience at Brown. His grading style, however, was incredibly frustrated. He graded the course out of 900 possible points spread over three major assignments and participation. He only returned one of those major assignments with a grade, so I was completely in the dark as far as my standing in his class was concerned.",1,1,1
4,"Readings,Papers,Exams (take-home)",,One of the most effective lecturers I've had at Brown.,1,1,1
4,"Homework (on paper),Exams (in-class),Exams (take-home)",basically a statistics class,,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",,"The biggest strength of the class was the frequent inclusion of student responses in discussion and lots of dialogue, but class time was not very well managed and that lead to a lot of material not being covered well enough. Also, the online resources were lacking a bit and there was no guidance or intermediate feedback for the final paper.",1,1,1
4,"Readings,Homework (on paper),Exams (in-class)",,They like to bring in their own personal experiences which is helpful but it is not always relevant to the textbook.,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (group)","highly recommend, amazing professor and TAs, great discussions",,1,FALSE,1
4,"Homework (on paper),Exams (in-class),Exams (take-home),Labs",,Prof. Dorca is a phenomenal lecturer. I particularly appreciated how he would take the first five minutes of lecture to recap the prior lecture as it helped provide a sense of cohesion for the course material rather than the content seeming disjoint (as can often happen in math and physics courses).,1,1,1
4,"Homework (online),Exams (in-class),Exams (take-home)",,"The professor was very engaging and fun. He sometimes strayed off topic which led to him getting a bit behind on course material, but he caught up. It was a pleasure to be in class with him, both to see his genuine enthusiasm for the content and I felt he cared about the students and what they wanted and thought - which not an easy thing to do in such a large class.",1,1,1
4,"Readings,Homework (online),Exams (in-class),Labs",,lectures were only helpful if people asked the right questions.,1,1,1
